ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
95827,270.9%,$,"1 0,902,149",45.9%,$,"2 ,939,584",62.1%,$,"2 ,014,944",267.9%,$,"1 ,243,186",$,"3 37,884"
95828,370.7%,$,"2 7,130,515",95.7%,$,"5 ,763,288",93.4%,$,"2 ,944,705",-20.4%,$,"1 ,522,570",$,"1 ,912,315"
95829,211.5%,$,"1 9,730,323",116.3%,$,"6 ,333,577",-20.4%,$,"2 ,927,469",-4.7%,$,"3 ,680,005",$,"3 ,859,641"
95830,207.2%,$,"2 ,073,500",0.0%,$,"6 75,000",0.0%,$,-,0.0%,$,-,$,-
95831,224.7%,$,"1 1,935,064",113.4%,$,"3 ,675,375",60.4%,$,"1 ,721,912",-36.8%,$,"1 ,073,204",$,"1 ,698,384"
95832,598.5%,$,"6 ,122,900",-54.4%,$,"8 76,591",161.5%,$,"1 ,922,586",4.7%,$,"7 35,120",$,"7 02,069"
95833,474.5%,$,"1 0,116,954",-11.2%,$,"1 ,761,153",-2.8%,$,"1 ,983,833",-70.4%,$,"2 ,041,462",$,"6 ,906,316"
95834,158.3%,$,"9 ,039,242",-18.3%,$,"3 ,500,000",236.4%,$,"4 ,281,680",158.8%,$,"1 ,272,691",$,"4 91,767"
95835,919.5%,$,"7 ,696,899",0.0%,$,"7 55,000",0.0%,$,-,0.0%,$,-,$,-
95837,0.0%,$,"2 ,130,000",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95838,57.4%,$,"3 0,534,480",39.5%,$,"1 9,399,394",24.6%,$,"1 3,902,956",-13.6%,$,"1 1,160,646",$,"1 2,909,955"
95841,300.4%,$,"6 ,383,780",95.1%,$,"1 ,594,455",6.3%,$,"8 17,088",2.8%,$,"7 68,794",$,"7 48,036"
95842,647.9%,$,"1 7,932,331",73.1%,$,"2 ,397,745",164.8%,$,"1 ,385,323",-54.3%,$,"5 23,219",$,"1 ,143,977"
95843,402.6%,$,"5 ,026,967",99.2%,$,"1 ,000,100",0.0%,$,"5 02,150",-100.0%,$,-,$,"7 60,200"
95864,1120.4%,$,"1 6,382,282",0.0%,$,"1 ,342,400",-100.0%,$,-,-28.5%,$,"8 80,000",$,"1 ,230,623"
95023,122.0%,$,"1 30,047,083",23.1%,$,"5 8,568,066",43.9%,$,"4 7,577,606",103.7%,$,"3 3,069,748",$,"1 6,237,693"
95043,9.0%,$,"5 6,569,449",38.9%,$,"5 1,885,323",74.7%,$,"3 7,361,784",130.5%,$,"2 1,391,779",$,"9 ,279,009"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95045,104.4%,$,"6 4,686,900",18.6%,$,"3 1,645,402",37.0%,$,"2 6,675,970",53.6%,$,"1 9,472,956",$,"1 2,677,195"
95075,44.9%,$,"1 6,380,816",452.3%,$,"1 1,302,355",0.0%,$,"2 ,046,368",0.0%,$,-,$,-
91701,116.9%,$,"1 91,152,106",68.9%,$,"8 8,116,163",44.3%,$,"5 2,180,727",24.3%,$,"3 6,172,405",$,"2 9,107,830"
91708,346.9%,$,"2 8,264,885",39.0%,$,"6 ,324,605",-0.7%,$,"4 ,551,065",22.0%,$,"4 ,583,492",$,"3 ,756,961"
91709,84.6%,$,"1 ,934,870,702",45.1%,$,"1 ,047,912,414",27.1%,$,"7 22,158,522",45.0%,$,"5 68,285,442",$,"3 91,948,535"
91710,97.8%,$,"1 42,196,213",58.7%,$,"7 1,879,685",0.3%,$,"4 5,285,652",25.2%,$,"4 5,165,775",$,"3 6,062,833"
91730,165.5%,$,"5 1,753,553",27.8%,$,"1 9,493,164",8.5%,$,"1 5,247,308",-7.3%,$,"1 4,046,691",$,"1 5,160,548"
91737,88.0%,$,"3 58,682,617",32.1%,$,"1 90,838,772",28.8%,$,"1 44,469,286",19.5%,$,"1 12,128,008",$,"9 3,824,793"
91739,112.2%,$,"3 61,840,148",82.8%,$,"1 70,529,629",19.4%,$,"9 3,278,079",46.7%,$,"7 8,151,784",$,"5 3,287,628"
91759,20.0%,$,"9 4,683,556",19.5%,$,"7 8,897,405",27.6%,$,"6 6,013,849",4.6%,$,"5 1,748,177",$,"4 9,452,348"
91761,158.5%,$,"1 56,015,006",43.3%,$,"6 0,347,814",41.4%,$,"4 2,117,858",-12.7%,$,"2 9,791,582",$,"3 4,138,830"
91762,171.4%,$,"1 56,566,333",65.0%,$,"5 7,678,796",1.1%,$,"3 4,958,234",20.1%,$,"3 4,582,022",$,"2 8,806,127"
91763,129.3%,$,"8 8,108,062",71.3%,$,"3 8,429,092",14.4%,$,"2 2,431,710",9.1%,$,"1 9,613,712",$,"1 7,969,949"
91764,77.0%,$,"1 01,923,664",55.8%,$,"5 7,584,922",9.4%,$,"3 6,953,251",19.4%,$,"3 3,767,955",$,"2 8,288,861"
91784,88.6%,$,"2 81,228,774",43.0%,$,"1 49,140,293",29.0%,$,"1 04,293,850",34.8%,$,"8 0,863,293",$,"5 9,985,229"
91786,170.0%,$,"7 7,825,160",44.8%,$,"2 8,824,096",18.9%,$,"1 9,905,190",8.0%,$,"1 6,745,796",$,"1 5,512,123"
92242,472.4%,$,"1 2,602,712",69.4%,$,"2 ,201,869",-13.2%,$,"1 ,300,010",46.4%,$,"1 ,496,857",$,"1 ,022,625"
92252,153.2%,$,"1 11,197,767",77.7%,$,"4 3,923,967",50.3%,$,"2 4,720,758",12.8%,$,"1 6,443,562",$,"1 4,573,330"
92256,113.1%,$,"7 6,466,118",98.0%,$,"3 5,881,126",23.5%,$,"1 8,122,668",30.4%,$,"1 4,676,234",$,"1 1,251,060"
92267,1566.6%,$,"4 ,578,517",292.1%,$,"2 74,724",5.4%,$,"7 0,064",0.0%,$,"6 6,500",$,-
92268,25.1%,$,"4 8,780,645",107.9%,$,"3 9,002,789",0.0%,$,"1 8,763,668",0.0%,$,-,$,-
92277,171.3%,$,"7 6,593,285",75.3%,$,"2 8,234,009",-0.2%,$,"1 6,101,929",74.0%,$,"1 6,142,128",$,"9 ,277,523"
92280,275.8%,$,"9 30,020",59.9%,$,"2 47,500",5.0%,$,"1 54,773",-44.6%,$,"1 47,400",$,"2 65,970"
92284,150.2%,$,"2 39,919,475",260.8%,$,"9 5,888,223",-35.0%,$,"2 6,573,643",39.6%,$,"4 0,859,361",$,"2 9,277,765"
92285,31.9%,$,"3 0,427,444",39.5%,$,"2 3,077,259",15.0%,$,"1 6,544,763",5.0%,$,"1 4,389,974",$,"1 3,706,693"
92301,246.7%,$,"2 28,266,541",86.5%,$,"6 5,846,636",24.2%,$,"3 5,302,715",14.1%,$,"2 8,429,569",$,"2 4,909,462"
92304,0.0%,$,"5 02,500",0.0%,$,-,0.0%,$,-,-100.0%,$,-,$,"4 8,986"
92305,10.5%,$,"1 79,137,498",11.1%,$,"1 62,102,840",15.1%,$,"1 45,957,461",22.8%,$,"1 26,759,303",$,"1 03,239,568"
92307,316.7%,$,"2 10,440,837",94.7%,$,"5 0,499,958",22.4%,$,"2 5,932,323",-15.0%,$,"2 1,194,329",$,"2 4,925,035"
92308,293.9%,$,"2 10,638,808",59.2%,$,"5 3,476,465",47.9%,$,"3 3,595,497",21.4%,$,"2 2,716,394",$,"1 8,715,519"
92309,-0.1%,$,"1 ,638,164",574.7%,$,"1 ,639,456",0.0%,$,"2 43,000",0.0%,$,-,$,-
92311,131.5%,$,"7 8,387,627",80.4%,$,"3 3,854,011",19.1%,$,"1 8,762,875",-6.0%,$,"1 5,753,902",$,"1 6,757,535"
92313,210.8%,$,"1 27,502,297",85.4%,$,"4 1,029,543",9.5%,$,"2 2,131,913",55.6%,$,"2 0,219,447",$,"1 2,995,036"
92314,13.8%,$,"3 ,035,435,908",19.6%,$,"2 ,668,034,769",45.3%,$,"2 ,230,605,915",29.6%,$,"1 ,535,611,820",$,"1 ,185,309,569"
92315,12.3%,$,"3 ,990,845,147",20.7%,$,"3 ,553,720,151",37.4%,$,"2 ,943,783,379",39.4%,$,"2 ,141,778,158",$,"1 ,535,919,086"
92316,101.9%,$,"1 28,640,705",32.0%,$,"6 3,707,662",13.5%,$,"4 8,280,356",13.0%,$,"4 2,546,337",$,"3 7,662,929"
92317,24.4%,$,"1 19,027,068",20.0%,$,"9 5,651,542",32.0%,$,"7 9,742,570",29.0%,$,"6 0,403,004",$,"4 6,826,580"
92318,0.0%,$,"1 ,744,800",0.0%,$,-,-100.0%,$,-,0.0%,$,"3 08,750",$,-
92321,6.7%,$,"1 76,498,504",18.6%,$,"1 65,362,050",8.0%,$,"1 39,402,913",44.5%,$,"1 29,117,334",$,"8 9,377,036"
92322,0.9%,$,"2 75,915,003",9.1%,$,"2 73,378,148",12.4%,$,"2 50,500,334",42.5%,$,"2 22,799,587",$,"1 56,392,548"
92324,100.5%,$,"5 21,012,434",60.7%,$,"2 59,895,164",30.5%,$,"1 61,725,039",41.5%,$,"1 23,924,684",$,"8 7,569,300"
92325,6.6%,$,"2 ,436,847,187",11.8%,$,"2 ,285,261,906",19.2%,$,"2 ,044,598,819",31.5%,$,"1 ,715,518,203",$,"1 ,304,274,224"
92327,40.0%,$,"1 ,329,553",0.0%,$,"9 49,400",0.0%,$,-,-100.0%,$,-,$,"1 95,480"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
92332,0.0%,$,"2 ,400,000",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92333,13.4%,$,"4 18,047,201",19.9%,$,"3 68,647,442",36.3%,$,"3 07,349,787",22.4%,$,"2 25,523,450",$,"1 84,317,773"
92335,81.9%,$,"2 34,645,546",35.2%,$,"1 28,986,432",5.4%,$,"9 5,437,313",2.6%,$,"9 0,512,449",$,"8 8,249,181"
92336,205.4%,$,"4 96,064,969",57.2%,$,"1 62,432,744",12.6%,$,"1 03,334,309",14.5%,$,"9 1,766,360",$,"8 0,146,944"
92337,132.2%,$,"2 03,679,742",68.4%,$,"8 7,710,738",6.4%,$,"5 2,094,114",19.7%,$,"4 8,953,821",$,"4 0,891,374"
92338,0.0%,$,"4 06,000",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92339,15.3%,$,"2 61,819,067",14.5%,$,"2 27,113,496",24.0%,$,"1 98,293,991",24.4%,$,"1 59,909,565",$,"1 28,541,194"
92341,13.4%,$,"3 40,920,302",16.7%,$,"3 00,539,416",26.0%,$,"2 57,586,861",25.3%,$,"2 04,404,049",$,"1 63,136,897"
92342,250.3%,$,"3 1,206,484",52.6%,$,"8 ,908,597",14.3%,$,"5 ,836,372",31.6%,$,"5 ,105,882",$,"3 ,880,119"
92344,66.8%,$,"6 09,506,902",50.7%,$,"3 65,352,495",53.1%,$,"2 42,364,623",77.6%,$,"1 58,304,316",$,"8 9,131,654"
92345,192.8%,$,"4 35,818,561",62.2%,$,"1 48,828,840",28.7%,$,"9 1,737,672",21.7%,$,"7 1,304,533",$,"5 8,581,669"
92346,142.6%,$,"5 58,814,490",75.2%,$,"2 30,367,981",53.4%,$,"1 31,458,656",29.3%,$,"8 5,677,887",$,"6 6,237,383"
92347,175.1%,$,"4 ,634,823",78.7%,$,"1 ,684,771",125.8%,$,"9 42,925",5.7%,$,"4 17,683",$,"3 95,289"
92352,8.5%,$,"6 ,310,833,083",13.0%,$,"5 ,819,105,250",26.8%,$,"5 ,151,007,010",39.1%,$,"4 ,063,631,851",$,"2 ,920,489,122"
92354,269.7%,$,"2 12,019,940",114.4%,$,"5 7,342,503",11.5%,$,"2 6,747,785",31.4%,$,"2 3,998,795",$,"1 8,261,479"
92356,89.8%,$,"4 9,131,323",26.1%,$,"2 5,886,382",28.8%,$,"2 0,528,056",47.6%,$,"1 5,941,341",$,"1 0,803,873"
92358,14.0%,$,"1 20,073,153",29.8%,$,"1 05,320,684",14.0%,$,"8 1,164,432",19.2%,$,"7 1,209,397",$,"5 9,761,172"
92359,80.7%,$,"1 97,322,646",50.4%,$,"1 09,194,026",66.0%,$,"7 2,622,726",57.0%,$,"4 3,752,777",$,"2 7,862,608"
92363,87.2%,$,"1 7,930,544",247.9%,$,"9 ,580,360",7.5%,$,"2 ,753,517",23.3%,$,"2 ,562,371",$,"2 ,078,025"
92364,-36.6%,$,"1 ,199,169",67.6%,$,"1 ,890,621",64.5%,$,"1 ,128,137",4.7%,$,"6 85,746",$,"6 55,216"
92365,73.5%,$,"1 6,684,914",40.3%,$,"9 ,618,498",49.0%,$,"6 ,855,429",10.5%,$,"4 ,599,758",$,"4 ,161,980"
92368,288.3%,$,"6 ,374,786",57.3%,$,"1 ,641,788",-17.3%,$,"1 ,043,411",187.3%,$,"1 ,261,367",$,"4 39,057"
92371,90.5%,$,"5 17,782,090",87.2%,$,"2 71,801,975",56.9%,$,"1 45,183,475",58.4%,$,"9 2,514,357",$,"5 8,396,848"
92372,84.7%,$,"2 39,089,410",71.0%,$,"1 29,426,265",103.7%,$,"7 5,693,423",68.4%,$,"3 7,156,978",$,"2 2,069,987"
92373,61.5%,$,"1 ,048,314,062",52.1%,$,"6 49,256,601",51.9%,$,"4 26,945,399",41.8%,$,"2 80,991,823",$,"1 98,230,412"
92374,162.3%,$,"2 50,074,085",50.3%,$,"9 5,330,098",79.1%,$,"6 3,432,410",39.0%,$,"3 5,423,234",$,"2 5,483,393"
92376,83.4%,$,"2 10,333,073",25.1%,$,"1 14,654,247",14.9%,$,"9 1,646,269",1.4%,$,"7 9,749,408",$,"7 8,655,110"
92377,185.3%,$,"1 15,431,328",79.2%,$,"4 0,465,231",9.9%,$,"2 2,577,915",21.9%,$,"2 0,536,892",$,"1 6,851,346"
92378,19.0%,$,"1 08,641,395",20.4%,$,"9 1,290,473",30.8%,$,"7 5,799,017",36.7%,$,"5 7,947,975",$,"4 2,387,880"
92382,12.2%,$,"1 ,602,242,125",17.6%,$,"1 ,428,566,268",27.5%,$,"1 ,214,754,492",19.9%,$,"9 52,688,050",$,"7 94,610,572"
92385,27.4%,$,"1 19,672,033",12.7%,$,"9 3,903,451",22.9%,$,"8 3,339,397",44.5%,$,"6 7,826,011",$,"4 6,948,164"
92386,23.5%,$,"7 65,154,724",16.2%,$,"6 19,570,862",34.2%,$,"5 33,090,606",23.3%,$,"3 97,171,602",$,"3 22,070,887"
92391,16.1%,$,"6 07,903,571",13.7%,$,"5 23,813,931",18.2%,$,"4 60,835,803",37.3%,$,"3 89,771,807",$,"2 83,967,282"
92392,267.5%,$,"3 12,867,548",98.3%,$,"8 5,134,307",10.1%,$,"4 2,922,115",17.6%,$,"3 8,986,992",$,"3 3,160,397"
92394,236.1%,$,"1 36,159,519",52.6%,$,"4 0,511,667",9.5%,$,"2 6,548,273",-5.3%,$,"2 4,253,053",$,"2 5,611,099"
92395,206.0%,$,"1 43,765,996",23.6%,$,"4 6,982,006",14.7%,$,"3 8,008,592",32.8%,$,"3 3,147,408",$,"2 4,953,876"
92397,16.2%,$,"9 71,102,085",35.3%,$,"8 35,949,704",56.7%,$,"6 18,004,107",44.7%,$,"3 94,343,252",$,"2 72,546,858"
92398,190.2%,$,"4 ,502,630",108.2%,$,"1 ,551,599",-9.9%,$,"7 45,139",42.0%,$,"8 26,669",$,"5 81,959"
92399,52.7%,$,"1 ,703,650,891",44.6%,$,"1 ,115,592,227",49.2%,$,"7 71,431,056",45.9%,$,"5 17,101,401",$,"3 54,481,559"
92401,21.7%,$,"1 9,858,097",179.8%,$,"1 6,311,690",6.9%,$,"5 ,829,947",22.0%,$,"5 ,451,153",$,"4 ,469,886"
92404,91.4%,$,"4 43,976,073",72.6%,$,"2 31,986,003",3.0%,$,"1 34,440,967",15.5%,$,"1 30,477,100",$,"1 12,930,427"
92405,86.0%,$,"1 84,403,227",21.3%,$,"9 9,126,856",16.7%,$,"8 1,703,171",-2.6%,$,"6 9,998,267",$,"7 1,893,340"
92407,97.7%,$,"7 93,117,323",49.3%,$,"4 01,105,277",17.2%,$,"2 68,596,091",19.0%,$,"2 29,085,404",$,"1 92,435,182"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
92408,159.6%,$,"5 5,021,676",18.1%,$,"2 1,196,346",-0.5%,$,"1 7,947,763",-2.4%,$,"1 8,038,247",$,"1 8,482,814"
92410,66.1%,$,"1 78,503,460",10.9%,$,"1 07,454,814",1.2%,$,"9 6,853,200",9.5%,$,"9 5,662,096",$,"8 7,354,849"
92411,51.1%,$,"1 09,330,563",8.8%,$,"7 2,379,517",13.0%,$,"6 6,537,535",2.3%,$,"5 8,859,838",$,"5 7,543,876"
93558,0.0%,$,"1 ,187,114",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93562,81.7%,$,"6 ,185,613",59.1%,$,"3 ,404,206",-17.2%,$,"2 ,139,337",15.7%,$,"2 ,584,526",$,"2 ,233,894"
91901,22.7%,$,"2 ,811,193,404",36.9%,$,"2 ,290,487,248",59.5%,$,"1 ,672,581,666",36.7%,$,"1 ,048,910,247",$,"7 67,574,081"
91902,158.7%,$,"9 3,528,621",78.1%,$,"3 6,147,554",29.3%,$,"2 0,298,836",-31.2%,$,"1 5,695,925",$,"2 2,824,868"
91905,56.7%,$,"1 00,772,426",39.2%,$,"6 4,319,635",24.8%,$,"4 6,191,220",49.6%,$,"3 7,017,207",$,"2 4,738,863"
91906,45.3%,$,"2 59,574,675",48.6%,$,"1 78,594,307",72.1%,$,"1 20,145,099",35.2%,$,"6 9,812,842",$,"5 1,655,780"
91910,225.7%,$,"1 08,810,854",129.6%,$,"3 3,404,925",-2.5%,$,"1 4,549,703",51.3%,$,"1 4,924,394",$,"9 ,866,523"
91911,165.0%,$,"8 3,072,384",256.3%,$,"3 1,343,577",4.8%,$,"8 ,797,581",18.9%,$,"8 ,392,690",$,"7 ,058,652"
91913,300.4%,$,"1 22,444,658",213.0%,$,"3 0,583,713",29.1%,$,"9 ,772,039",105.7%,$,"7 ,567,189",$,"3 ,679,125"
91914,233.2%,$,"3 73,964,100",126.9%,$,"1 12,219,054",75.2%,$,"4 9,457,337",60.0%,$,"2 8,227,564",$,"1 7,640,020"
91915,486.7%,$,"1 31,852,510",126.9%,$,"2 2,472,208",77.0%,$,"9 ,903,064",11.9%,$,"5 ,596,402",$,"5 ,002,560"
91916,12.5%,$,"3 15,397,979",21.1%,$,"2 80,425,660",42.0%,$,"2 31,495,879",27.4%,$,"1 63,080,203",$,"1 27,963,690"
91917,20.3%,$,"5 2,000,824",19.2%,$,"4 3,241,471",16.2%,$,"3 6,261,604",30.0%,$,"3 1,194,602",$,"2 3,999,689"
91931,0.0%,$,"3 9,287,094",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
91932,79.7%,$,"2 0,685,917",116.6%,$,"1 1,509,562",5.3%,$,"5 ,313,527",137.6%,$,"5 ,047,694",$,"2 ,124,424"
91934,45.8%,$,"1 5,812,926",19.0%,$,"1 0,847,959",30.9%,$,"9 ,112,979",49.9%,$,"6 ,960,495",$,"4 ,644,756"
91935,27.6%,$,"1 ,545,063,035",29.4%,$,"1 ,210,985,655",42.8%,$,"9 35,795,569",28.4%,$,"6 55,294,238",$,"5 10,397,294"
91941,220.5%,$,"1 06,029,048",40.9%,$,"3 3,082,778",91.4%,$,"2 3,471,449",22.4%,$,"1 2,263,643",$,"1 0,022,281"
91942,1181.6%,$,"4 4,345,252",0.5%,$,"3 ,460,249",41.0%,$,"3 ,443,527",-16.0%,$,"2 ,442,778",$,"2 ,909,498"
91945,102.9%,$,"3 4,344,062",167.9%,$,"1 6,926,928",-13.2%,$,"6 ,318,149",2.6%,$,"7 ,280,913",$,"7 ,093,672"
91950,233.7%,$,"4 9,005,820",17.8%,$,"1 4,685,967",1.5%,$,"1 2,468,423",-5.7%,$,"1 2,285,098",$,"1 3,033,549"
91962,19.3%,$,"3 11,909,793",27.6%,$,"2 61,368,270",21.4%,$,"2 04,778,820",19.2%,$,"1 68,632,402",$,"1 41,425,235"
91963,18.4%,$,"4 6,338,656",34.4%,$,"3 9,136,228",35.0%,$,"2 9,109,955",33.8%,$,"2 1,557,853",$,"1 6,114,655"
91977,266.8%,$,"2 62,126,909",81.7%,$,"7 1,460,258",32.8%,$,"3 9,330,266",33.3%,$,"2 9,616,762",$,"2 2,214,321"
91978,78.7%,$,"2 48,557,701",61.2%,$,"1 39,096,177",54.2%,$,"8 6,305,092",10.9%,$,"5 5,984,081",$,"5 0,483,345"
91980,140.8%,$,"6 ,640,596",-11.2%,$,"2 ,757,475",-13.3%,$,"3 ,106,024",-7.8%,$,"3 ,582,676",$,"3 ,884,231"
92003,87.7%,$,"4 38,872,352",80.8%,$,"2 33,848,037",152.6%,$,"1 29,372,241",147.6%,$,"5 1,220,444",$,"2 0,683,447"
92004,86.9%,$,"2 9,163,677",21.4%,$,"1 5,607,639",52.0%,$,"1 2,852,445",59.1%,$,"8 ,457,203",$,"5 ,316,982"
92007,512.8%,$,"3 6,339,039",88.8%,$,"5 ,929,565",1108.0%,$,"3 ,140,850",-85.5%,$,"2 60,000",$,"1 ,795,628"
92008,260.9%,$,"1 00,580,782",11.7%,$,"2 7,868,824",49.9%,$,"2 4,943,782",105.8%,$,"1 6,643,187",$,"8 ,086,351"
92009,300.4%,$,"7 16,103,863",109.4%,$,"1 78,868,081",41.1%,$,"8 5,401,701",55.4%,$,"6 0,532,164",$,"3 8,962,247"
92010,298.0%,$,"9 9,164,674",188.1%,$,"2 4,916,357",43.3%,$,"8 ,649,476",114.7%,$,"6 ,034,765",$,"2 ,810,801"
92011,705.1%,$,"1 29,361,521",64.0%,$,"1 6,066,946",-8.8%,$,"9 ,795,344",319.3%,$,"1 0,742,945",$,"2 ,562,402"
92014,187.4%,$,"2 11,976,006",85.8%,$,"7 3,750,952",94.6%,$,"3 9,701,216",67.0%,$,"2 0,406,254",$,"1 2,216,540"
92019,111.4%,$,"1 ,183,351,592",70.9%,$,"5 59,647,872",63.6%,$,"3 27,487,929",56.7%,$,"2 00,197,674",$,"1 27,780,193"
92020,345.1%,$,"1 00,824,121",37.9%,$,"2 2,654,171",37.0%,$,"1 6,432,855",66.0%,$,"1 1,999,159",$,"7 ,229,457"
92021,99.1%,$,"9 72,281,442",88.4%,$,"4 88,244,921",84.8%,$,"2 59,177,949",51.6%,$,"1 40,254,105",$,"9 2,528,962"
92024,206.3%,$,"5 48,646,867",53.0%,$,"1 79,121,407",36.1%,$,"1 17,104,602",153.2%,$,"8 6,030,893",$,"3 3,979,981"
92025,94.7%,$,"4 45,721,436",54.0%,$,"2 28,901,576",64.8%,$,"1 48,649,214",80.5%,$,"9 0,182,586",$,"4 9,950,362"
92026,60.5%,$,"1 ,936,939,690",51.3%,$,"1 ,206,974,032",84.1%,$,"7 97,744,557",47.4%,$,"4 33,318,138",$,"2 93,998,994"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
92027,115.9%,$,"7 58,580,452",84.2%,$,"3 51,360,818",31.5%,$,"1 90,796,391",101.7%,$,"1 45,052,303",$,"7 1,908,699"
92028,72.4%,$,"3 ,079,392,764",94.2%,$,"1 ,785,826,859",89.6%,$,"9 19,496,916",55.9%,$,"4 84,988,151",$,"3 11,101,531"
92029,61.7%,$,"8 82,459,955",31.8%,$,"5 45,832,486",21.9%,$,"4 14,209,353",96.4%,$,"3 39,909,851",$,"1 73,026,310"
92036,15.6%,$,"7 96,191,080",25.7%,$,"6 88,564,577",30.6%,$,"5 47,567,270",39.1%,$,"4 19,381,636",$,"3 01,526,112"
92037,126.3%,$,"3 63,096,365",43.2%,$,"1 60,476,362",34.8%,$,"1 12,060,156",78.3%,$,"8 3,117,284",$,"4 6,624,236"
92040,93.6%,$,"8 65,773,737",62.0%,$,"4 47,281,903",69.3%,$,"2 76,047,849",19.3%,$,"1 63,056,167",$,"1 36,680,168"
92054,232.7%,$,"8 0,012,193",396.2%,$,"2 4,048,990",-3.6%,$,"4 ,846,480",3.1%,$,"5 ,026,537",$,"4 ,875,312"
92055,0.0%,$,"7 76,250",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
92056,533.9%,$,"1 75,145,686",164.2%,$,"2 7,630,867",53.0%,$,"1 0,458,528",35.2%,$,"6 ,834,825",$,"5 ,054,343"
92057,226.9%,$,"3 65,097,889",162.1%,$,"1 11,692,447",177.6%,$,"4 2,616,165",95.1%,$,"1 5,353,687",$,"7 ,867,756"
92058,506.7%,$,"1 40,019,292",52.5%,$,"2 3,077,283",165.2%,$,"1 5,135,490",25.2%,$,"5 ,706,316",$,"4 ,556,906"
92059,4.8%,$,"8 7,547,356",30.6%,$,"8 3,513,242",-38.9%,$,"6 3,960,322",33.9%,$,"1 04,742,915",$,"7 8,241,786"
92060,24.2%,$,"9 5,803,489",27.4%,$,"7 7,163,003",0.0%,$,"6 0,589,821",0.0%,$,-,$,-
92061,38.8%,$,"2 68,444,627",92.7%,$,"1 93,349,864",167.4%,$,"1 00,318,691",57.4%,$,"3 7,516,745",$,"2 3,828,210"
92064,107.4%,$,"1 ,401,678,730",71.8%,$,"6 75,970,509",33.8%,$,"3 93,415,748",65.2%,$,"2 94,042,073",$,"1 77,957,066"
92065,40.0%,$,"3 ,014,545,622",39.7%,$,"2 ,152,774,025",38.7%,$,"1 ,540,451,472",37.4%,$,"1 ,110,399,610",$,"8 08,276,098"
92066,12.4%,$,"1 9,003,798",11.8%,$,"1 6,907,184",31.0%,$,"1 5,127,747",16.0%,$,"1 1,549,772",$,"9 ,955,240"
92067,93.3%,$,"1 ,134,648,442",33.4%,$,"5 87,111,204",20.5%,$,"4 40,062,371",311.8%,$,"3 65,093,442",$,"8 8,666,332"
92069,150.4%,$,"4 73,728,813",31.3%,$,"1 89,205,781",22.0%,$,"1 44,091,243",43.5%,$,"1 18,065,581",$,"8 2,280,092"
92070,4.9%,$,"1 17,343,357",16.1%,$,"1 11,872,900",58.1%,$,"9 6,392,025",91.4%,$,"6 0,951,417",$,"3 1,850,341"
