zip,expos_24,expos_23,expos_22,expos_21,expos_20
94590,57704841,43677790,19904246,18364477,17686527
94591,67768628,32317547,13432995,11180748,10721043
94592,4905460,0,0,0,0
94595,112071078,43766149,29294513,21637739,6126604
94596,73925284,17304691,11784865,12444263,6903254
94597,83187995,22884301,14380805,12668717,12848285
94598,79569783,33625748,12026875,13907671,12090438
94599,39616526,36398554,31634005,18035940,10700000
94601,278444403,90935874,69208611,66187619,62356362
94602,214431585,82553843,68783906,53998956,27870400
94603,46313420,33232753,31426395,30360050,32050326
94605,374205635,181529984,131676737,108152684,68754332
94606,144048577,42838192,38278119,32678105,31014020
94607,102616845,53521025,38235643,37724073,32768063
94608,116344411,55980064,42624152,37662772,39163812
94609,95220796,41561025,26107558,25357845,23672243
94610,122015659,40704563,24136769,11026773,11701877
94611,2840356879,1777098336,1420562713,966437846,583318285
94612,73688964,21313841,15205668,10321178,10836209
94618,232683548,23899502,10711441,9879746,10580138
94619,354206367,169685559,115020089,84305119,68572226
94621,121592073,47119366,36371385,35859092,35007134
94702,57228613,25894612,15410514,11317488,8094352
94703,97870513,34248394,16413647,15532606,16098745
94704,125282609,54734254,38312263,27519527,17597761
94705,561841007,196263629,179865064,111078330,63209489
94706,45014498,9945036,4376099,6285093,2355472
94707,418295483,40371069,24190412,18025814,9956381
94708,692642197,272025543,201447974,128819199,70154333
94709,63135967,17008310,13156208,11994718,10940480
94710,33135114,18008432,13133622,12991077,12482784
94720,5000,0,0,0,0
94801,84755792,40737229,36331193,34964569,30663352
94803,285337478,75137158,42687320,22052261,15161400
94804,82262026,34247149,23958207,28445368,22570113
94805,88206139,32135907,14241977,14862369,8851676
94806,81963492,31245076,27878680,23515602,24131202
94901,288659208,88933000,29799848,30619270,15468924
94903,173716467,41385070,36140409,8081652,8650218
94904,206293388,89495527,56859323,44258664,14224511
94920,122031835,48394542,27978399,23318751,18240776
94922,27892463,21319642,23186367,100000,0
94923,62323775,34994119,25638215,14871151,12434188
94924,28645088,20904040,16585209,4419387,1337037
94925,166229290,84260571,44076196,25464788,12934121
94928,21416049,4774145,3161763,1236500,919200
94929,19205409,7272717,3454788,2048712,2900196
94930,275498154,114741697,72743008,37572930,22994915
94931,12796287,3530140,185000,0,880000
94933,54264310,49767112,28939828,19610186,12351743
94937,388449766,346067696,264227477,192931745,129370700
94938,57078045,31386050,24757284,17230683,8645081
94939,161812568,55671802,34570623,17602144,12058750
94940,24898161,17253013,12265191,6550977,5998576
94941,1011563974,471670194,354640785,292069477,215680851
94945,181497529,69456898,33451346,18572770,2085617
94946,74892895,65948154,49165531,17100739,10213497
94947,204775958,46920523,24231537,7079254,10069882
94949,135222102,37200997,27770172,16057437,8689178
94951,76292498,46475881,26824310,13631896,3245767
94952,165194775,91584604,55730210,11723198,11974758
94954,79931039,38296585,19636517,4493250,2992800
94956,72338703,60595374,37441596,30134852,14706351
94957,72590215,27168943,11547186,9595200,761215
94960,203193356,70992983,22975852,19009619,11517397
94963,21887163,8161962,6083731,3377680,1962900
94965,470359371,339121702,302250276,258321649,200114929
94970,64500771,33815909,13450230,7642555,1364975
94971,7851116,6305719,11988000,7317000,0
94972,0,1110000,0,0,0
94973,69584127,70484304,35221285,26475354,20648687
95002,3719816,2542155,2392539,2962957,2290820
95003,850998355,332920955,229104240,193452054,61073318
95004,95508823,46081858,24745361,15028135,7123951
95005,749354347,378762589,228077025,121779220,72842445
95006,1168132855,732796032,469139384,213166092,120320504
95007,115173563,0,0,0,0
95008,19402191,3855016,1621106,2079336,1549017
95010,9384773,2985774,849268,156000,1160000
95012,21761761,16872398,8715163,3396925,3375967
95013,2668198,0,710100,0,0
95014,231458972,89682777,138283660,38859993,15448076
95017,29611551,24853435,13839692,6027208,9583117
95018,969608858,488146754,331436288,176421890,111742625
95019,3623756,0,0,0,0
95020,356364293,143164930,88451229,46725410,28525521
95023,130047083,58568066,47577606,33069748,16237693
95030,877787768,503852126,384337892,313907063,110988868
95032,413504707,188879428,122763862,94500795,50184549
95033,1736986918,826486784,634979209,424636722,327451965
95035,49488072,8744486,6732015,8031639,2726686
95037,531334839,306545371,193663547,128260158,90592049
95039,2856250,605000,366095,342500,0
95041,74084375,0,0,0,0
95043,56569449,51885323,37361784,21391779,9279009
95045,64686900,31645402,26675970,19472956,12677195
95046,73345035,44097585,16731985,5533600,3000000
95050,21319140,3492197,1472517,2179392,2060078
95051,22067091,4140297,1143405,836470,810430
95054,8422250,6721000,406350,0,1134900
95060,1260340120,513374392,310817876,165298316,116986701
95062,25347131,9080862,5262025,5771578,7106055
95064,4718374,2403895,279535,262587,248652
95065,453911624,170269002,106018029,65237964,36804571
95066,1244308458,480993337,254335147,116050811,68958614
95070,878377147,364559139,239754297,158813396,96831191
95073,521850482,241994927,174034590,130834482,43072133
95075,16380816,11302355,2046368,0,0
95076,648815429,309278927,207787486,134160549,92566250
95110,19691247,15386857,14050214,14234658,14626839
95111,31057519,10216514,8369121,7671334,7255850
95112,86661259,47463130,45727914,47997037,50214937
95113,1850000,1850000,0,70000,70000
95116,30813231,16276577,22952777,31167572,30132478
95117,9815442,2136591,945503,895557,820207
95118,16194492,12732354,27941166,27104558,27733202
95119,15701021,1030500,0,515700,0
95120,299453355,117371313,42007022,28112845,19245249
95121,25699905,2904117,3511436,3249438,3798532
95122,33390131,15195947,17107151,16519498,12349008
95123,34237376,7946606,4007959,3786942,3273017
95124,27687853,10015012,2248270,2116837,1485329
95125,38927529,16055404,13510586,11177622,4860147
95126,49798863,19198113,11512603,9707327,10083527
95127,105887572,49627096,33652793,24455081,23178337
95128,18560398,3966600,2655189,3384259,1964402
95129,16920254,3068018,2206641,2162912,1268251
95130,1825000,0,580000,0,0
95131,20544653,2752591,1841461,685291,652715
95132,35803802,14867190,10141682,4295554,4046681
95133,15803667,7012594,5996615,3887394,621696
95134,3787000,200000,267500,0,0
95135,44763410,11704930,1565287,2967659,4855694
95136,12254496,1943261,0,0,245000
95138,67265063,20025398,17153960,7382100,7444427
95139,6995520,3089007,1038346,966969,908762
95140,26297068,19884674,12902711,7670887,5743782
95141,4657400,3510000,1819350,0,0
95148,78847619,12636743,6531517,5554274,6270241
95202,35675018,23932224,7225247,4729936,7403191
95203,34600191,18217007,15053798,13429594,14755240
95204,31138258,20040784,8078079,8361254,8730621
95205,67444333,44361420,39237806,34221862,27002743
95206,70155883,42573203,33094985,24710823,21905732
95207,49886908,11365746,6182135,2984384,3543671
95209,13698319,5830740,4209549,3239771,3075037
95210,10310852,2216569,1413007,1515619,1772803
95212,22353014,8990585,4683578,1775194,1763612
95215,39218509,12721129,13264681,8121086,8703121
95219,34641277,3516386,3377567,4300385,4030096
95220,9896071,12122381,7513830,2959879,1557480
95222,480996683,332730851,208311696,160590653,120952426
95223,3558704436,3241857586,2660577111,2198189301,1707423782
95225,27326184,0,0,0,0
95226,9973894,0,0,0,0
95227,7817684,0,0,0,0
95228,718894723,486521756,258277471,168493955,98152130
95230,13562452,5963432,2993360,3795547,2727762
95231,26758601,1492606,404088,379002,1190065
95232,39535740,34235585,26818238,15041873,12448780
95236,4171900,4359700,0,0,0
95237,3989900,3000000,0,0,0
95240,28263175,10446241,8777931,4937782,3286571
95242,8491528,6101070,2237856,1691847,1647207
95245,257699048,226223637,170305332,118412708,95396739
95246,227605834,201358921,153140817,110231063,76991348
95247,1143646154,966419151,740747846,600450871,444975371
95249,270694146,207427919,143874536,104933274,58398396
95251,112803578,102738572,89081609,83179257,47171742
95252,494467742,375551929,226251775,110264018,70619468
95253,1125000,0,0,0,0
95254,17245352,0,0,0,0
95255,274588453,237568956,205497865,192852353,154806944
95257,96298472,92368946,87498772,72737729,54062064
95258,5758681,159759,148154,126833,119190
95301,8846101,6290841,6331790,6909687,4523332
95303,1052793,989279,925488,873127,827455
95304,15352526,5773683,2309827,1721208,4644152
95305,15253509,0,0,0,0
95306,90353546,52290488,45164362,29021290,6494070
95307,19269061,3886481,3394541,2602706,2848964
95310,266963333,217851793,176247123,152471626,123745906
95311,210880430,173111566,155519744,124488093,94591881
95313,220000,220000,220000,445000,445999
95315,7303959,1099600,0,0,0
95316,6411150,0,0,0,0
95317,6954405,6721117,0,149340,140100
95318,73966418,31951164,25636579,16085589,12008344
95319,2199849,0,0,0,0
95320,7177162,6484923,2818083,642951,560469
95321,1619959950,1342949830,1062814831,846141992,650202016
95322,11103835,1939174,633200,598338,567928
95323,981707,914836,849104,256081,242762
95324,3363000,3000000,405000,0,0
95326,25445495,9120158,9088636,662764,1244297
95327,458901140,347772896,236087505,162483426,119559902
95328,3146220,0,0,0,328480
95329,226036211,167475238,108233689,74418527,55030124
95330,7964050,850000,1032800,0,668000
95333,2558406,1619280,473000,0,0
95334,8532380,5173086,2185052,2089071,856417
95335,565302190,549126665,474667867,384040551,305828635
95336,26922358,7583976,3169173,1634062,669487
95337,24701308,20632784,8643156,8069785,3234472
95338,1343849084,1068164608,876710258,512129255,349640563
95340,18959147,10843326,6333874,4027440,2653482
95341,8426562,5476632,2449901,2669586,3254618
95345,87511827,78004016,62677226,49984642,39379588
95346,496599453,465096296,394807859,342662986,272439666
95348,11529123,4843254,846726,1232688,457890
95350,26982280,11169806,2411264,3249961,2453878
95351,40874694,12605243,7348210,3473442,4610439
95354,12836665,2844825,2977347,4663995,3178473
95355,31191215,12163927,2980078,3283813,3716837
95356,14406011,3673050,1643931,1539571,404275
95357,7732719,4347154,3620432,1706574,1872187
95358,28406805,10641622,5166629,4432122,2524141
95360,5368220,2840393,1070978,1869680,754832
95361,41198861,33577831,20687014,19279135,8915823
95363,36345145,11786555,3481618,579650,500000
95364,110477321,83138840,73270416,54715777,41631076
95365,1189325,1603788,1168910,1887999,1616638
95366,2533250,1742614,961387,2629024,2553249
95367,8945374,429350,0,509350,350000
95368,7349467,1420100,0,0,0
95369,13616865,6322141,4825586,2823487,316500
95370,3752033197,3093998108,2348068996,2073830662,1747361075
95372,261715763,214144578,161428927,139231961,109259070
95374,2703028,0,0,0,0
95376,27260671,2798718,812729,787130,764800
95377,17319019,7707521,4566212,6075399,6063236
95379,539422913,446165470,286531731,240204291,178068189
95380,22976499,16902434,4530428,3664870,1895429
95382,8963707,1310765,3067446,1578344,981079
95383,1598231968,1474371726,1249094040,1041406220,877407844
95385,2412013,943627,897700,0,0
95386,2843865,1019000,777026,1658058,962600
95388,3979205,1239655,776669,731426,698344
95389,278072788,238514760,209868194,161613777,106250817
95391,13464479,0,0,0,0
95401,46142277,23858093,9277005,6959981,1368377
95403,363694348,177330274,115860757,61255349,20307958
95404,1388148505,858457987,582296602,256462019,152160399
95405,146521514,43920636,12690130,9304922,2978567
95407,86672110,29556773,11487045,10881050,6859981
95409,523817999,224909878,110566527,38350398,24044539
95410,55664943,46179511,30610649,17529181,12682328
95412,21722524,25914799,22868391,9888342,6043268
95415,80145445,59302227,41231352,31489159,13163866
95417,7424189,5947198,4692291,2846001,2236155
95419,26152961,0,0,0,0
95420,28181257,22310227,10945712,5557389,4126171
95421,207481534,123678210,97701029,46165833,29382812
95422,296546761,145294396,78134837,50582830,24836544
95423,191394632,115535105,56330931,31783239,15643661
95425,344903795,222751841,147151397,92787625,57060610
95426,311510823,222552024,149948517,64937351,48587813
95427,16817357,13523296,9914892,8152362,7166332
95428,31841136,32077017,23146434,22349141,20564060
95429,12409465,9517652,9222709,8250776,7539632
95432,28080436,21220535,20942586,12563230,4742147
95436,232185980,163557554,108836330,41767433,24214333
95437,248743285,120990635,81689671,39837895,28126801
95439,1677243,0,0,0,0
95441,199586820,178985434,135980940,63174067,37545587
95442,433112728,282569119,182166020,54898322,39453046
95443,29851650,24326790,15403682,3075863,392923
95444,1953652,1308400,157000,30000,0
95445,329553419,220608372,150051680,78262180,40488651
95446,725073715,481375932,233574623,96003922,45726373
95448,889664385,659389994,504207053,243889517,155369777
95449,63336520,51845762,21512040,14566887,5664767
95450,105485494,98346799,76172403,37873481,27510687
95451,965206975,788272874,550532332,445001825,313062237
95452,150672189,86881765,54555282,9483450,6555065
95453,225640080,120980163,67268707,40022060,23382510
95454,95865699,102171867,89226759,77118123,61514377
95456,115542633,66736469,41439711,17200439,14156269
95457,306589450,242356896,148053498,99984341,59260660
95458,109085340,58549650,32986727,23971167,7892940
95459,55349123,34478115,21260965,14486447,9143063
95460,147001948,58996394,38914143,25149876,14224192
95461,337271069,254058636,161814883,68774108,44756857
95462,159704280,113082964,66398678,32865158,19256322
95463,17980905,0,0,0,0
95464,69073992,33541685,23121473,12072800,4677132
95465,154384579,123137831,82293868,31433443,11602344
95466,98617603,84329993,49784768,27661519,5282553
95467,282282866,202894554,132297919,51936554,23535338
95468,43024089,23482954,13088345,7295702,1574935
95469,126257409,100768572,60887904,48445644,33652758
95470,194068243,111159731,72042872,56050222,43950886
95471,21783610,0,0,0,0
95472,420354630,273981384,163572145,81606719,39674749
95476,797103426,399001416,250159280,76740330,43832939
95482,767900803,399740518,218899105,158887028,96788345
95485,100296521,75316167,44966888,31862063,24691025
95488,16380195,13418191,7387871,7418154,4633567
95490,608478782,507866662,386235273,277202560,193021144
95492,137212032,56572603,32448406,21881042,12588376
95493,11605674,6693279,4410144,3363383,3513389
95494,46058580,43803541,31085895,17466714,7183497
95497,331489672,164965407,105533820,54762165,37649775
95501,60943802,19063118,3446578,4912608,3718587
95503,128734351,58117440,30832922,14240856,10036239
95511,6276014,6646046,9858139,7163733,5317569
95514,8437245,11491674,10809013,4047984,4027601
95519,109462940,46689059,16883789,7801927,3879450
95521,117404276,50460203,26803964,20420644,9924857
95524,27239297,11290475,5649963,2015398,1345251
95525,28916978,18842439,16183840,9303015,10133325
95526,27865683,30599197,23667940,21811240,14923525
95527,40017247,37064450,29421760,27243761,19160274
95528,24027974,13701870,11408029,6339562,3586674
95531,128644421,52299310,33158787,14187874,7829592
95536,23112364,11793385,12721754,8024795,4492988
95540,64311904,27804406,14472248,11993061,5402073
95542,196116909,159511971,136752171,133333946,104568384
95543,48071765,46023405,36884285,31773589,15875341
95546,14463063,11740380,8723617,3025709,1631285
95547,6431064,573000,1825812,956250,0
95548,8860223,5316033,3687692,2118051,726910
95549,39649549,24917772,17555146,8026842,5367262
95550,16442323,15825711,14150881,8728875,10149240
95551,13982499,8518814,2771306,1930660,0
95552,26080383,24373565,21085676,17435972,12044108
95554,77625984,61093864,55844113,50086236,40284112
95555,7844326,3996996,4321681,1320332,984174
95556,22529996,24604537,17842564,11427457,10754879
95558,22078395,19716114,16092618,13687985,8423408
95560,77427558,74741908,62535255,43952443,30727654
95562,23261364,6594560,4047580,2294966,1141800
95563,97993572,72425531,68299494,64715584,45835521
95564,2765278,863100,0,0,0
95565,16061732,8779581,5415909,447211,429334
95567,9114983,3595076,1541226,1790191,1043247
95568,2822211,4263735,2795175,2134762,913156
95569,7883383,9414454,6458128,3479446,2744105
95570,56847537,31713105,13323757,5328090,3596597
95573,142631750,105307059,72560196,62373927,34362266
95585,9397346,8669808,6396948,3077604,1919839
95587,9688757,8514815,6104727,7564612,6511749
95589,100765798,72847427,47749726,48173919,35475043
95595,6038826,4093275,5562475,6762494,4992407
95601,37717256,0,0,0,0
95602,2792646339,2190718766,1637784872,1394248556,1058411786
95603,1622698920,827927171,619844326,559512799,327411191
95605,30780922,4017070,253000,0,594150
95606,3259851,3705978,3195828,1745200,0
95607,4234553,4115264,1246840,475000,0
95608,39967568,4934514,6189622,3493646,4627492
95610,9588437,3871542,1999011,2642920,1456764
95612,207365,195999,0,0,420000
95614,603501785,429068407,375196274,316433030,196804825
95615,0,0,0,0,0
95616,9399707,3286847,1426726,1629149,2288055
95618,5738325,5698700,530550,660150,0
95619,331198806,199949847,98485664,76351753,47917647
95620,8922427,1693800,0,1066398,2476179
95621,6474149,3984931,2586174,797031,753209
95623,564043452,382407294,228719353,188721634,114990495
95624,28119572,7445295,1392583,1263497,1374941
95626,7088340,4396290,724250,96000,418000
95627,4242542,1415600,500000,500000,677368
95628,27034056,10215105,2346385,4833650,465972
95629,180077384,142615948,115054296,97077306,63332100
95630,138443052,24180618,5550121,10211270,3317001
95631,1422913936,1310415978,1196256216,1058110361,727139325
95632,13400545,8074194,4580457,839117,163650
95633,579960648,439281939,391678843,340575083,284485477
95634,542062696,408059472,360385432,297700966,240264458
95635,237764128,185863619,167776119,135732389,112965120
95636,94101963,65224130,65896163,98894650,66883812
95637,14104813,8360880,4324577,2620000,0
95638,12340138,9931887,2126827,1488909,566265
95640,168823345,77297769,44440292,25415199,13027258
95641,2966472,2571931,1290164,2436919,1454758
95642,488429326,368843732,241097445,150765179,95724754
95645,662500,248900,3001289,0,0
95648,177313548,95412900,45373284,41202961,21051354
95650,676555715,366534855,204317584,146274361,82452879
95651,107566840,74868090,53396366,48634874,37048734
95655,2871400,0,0,0,0
95658,491302363,231176912,134843452,103784185,72581455
95659,0,0,1486600,1915600,0
95660,6726924,4829941,2332824,3868384,2422463
95661,9124985,3621693,1195453,1079000,0
95662,16258918,5796658,979640,0,280000
95663,110195275,40900659,16280800,18480825,7633634
95664,259103245,222194819,181868271,172284328,101651513
95665,826465085,709178889,605275912,534131129,433156496
95666,1605898553,1402880241,1162578892,1009603273,784533968
95667,5825607869,4164405531,3487052986,2974648168,2479728248
95668,2688440,163400,0,0,0
95669,265905746,185419993,132431972,82274360,42533207
95670,23191970,10634350,1212312,2006650,173000
95672,662469327,481691329,336462447,267720396,141298693
95673,17963639,5491715,4313866,3891871,3360979
95674,2509438,940406,237002,223258,211270
95677,50027871,15092911,7062373,1268779,720334
95678,8270474,1683973,671985,877150,188000
95679,8020953,6840423,2910381,3345916,1900350
95681,9605228,1751149,1555950,745450,0
95682,2306152170,1387787967,768082735,605248694,348450317
95683,34078927,20360807,7901465,4258020,2434411
95684,561696691,485651585,375953825,355730955,244133198
95685,465198209,387656244,305859249,217391154,157537196
95687,24717723,5702512,2392967,1542830,2634727
95688,159545071,60360912,25551383,14861187,8283195
95689,310836452,252475020,201696036,188732902,153234388
95690,3756660,1854940,1069407,763400,500441
95691,49405802,24350867,6122478,11498407,10794748
95692,11346633,4810221,3508213,3114144,688570
95693,26451683,4680891,3084378,2763931,1682169
95694,57100529,32859043,20840738,10171137,3199884
95695,19707398,12078620,3789502,3570525,3324938
95698,518454,485752,452692,406220,387000
95699,15962803,0,0,0,0
95701,214722621,178012184,156204161,134780976,113270389
95703,283254281,242731586,198705252,179254189,107121018
95709,894868199,752298186,672288807,597023416,348275256
95713,1503551633,1188967481,1075902824,981097730,609647170
95714,85840444,69313298,60852252,52038946,42957495
95715,48736342,48504905,40848207,38071475,22987975
95717,41777617,32653961,30761293,26626667,19243752
95720,73312535,70481403,61305323,57325877,46790115
95721,34955099,27521699,28351718,36273201,17833194
95722,1487306341,1260414818,967499326,817821064,504109513
95724,71755133,38180342,38990826,24543464,11629028
95726,1884592852,1631486084,1467460713,1283964633,1058009882
95728,463949488,334997036,264017533,145938078,83290510
95735,65834410,59394616,46848572,52807466,33309496
95736,15032128,0,0,0,0
95742,15957743,5192800,0,0,913410
95746,878084240,403121382,212690900,121424945,67905649
95747,32968409,12338992,3042274,3472034,248723
95757,11792079,1025272,1671373,1565569,970702
95758,19097907,2502078,449547,421783,727065
95762,1404739825,624175916,365156002,285793672,170962474
95765,17153020,2730808,792178,741450,0
95776,32748519,8400000,0,2144850,0
95811,18992809,8538305,5103615,3392367,3129718
95814,19316982,2080057,996294,1224416,1268493
95815,22904548,17259871,12171122,15212974,18892924
95816,51677122,16177768,6435852,4795561,5089175
95817,8316935,6209316,7523109,6838825,6481716
95818,32175535,16009258,11555980,7985428,5794383
95819,12764168,2841749,2649488,3748638,947786
95820,20521213,10091270,10411277,7123648,11007866
95821,13456804,10301331,6129697,4276251,3741129
95822,23004858,10573082,7707417,6170785,7644554
95823,24492231,7369727,7995065,5219529,3685291
95824,18011442,2573055,3632756,3092539,3283985
95825,5807164,548005,517300,980007,734450
95826,5695174,3133411,1069734,1936151,3409902
