ZIP,exposure_Sep24,exposure_Sep23,exposure_Sep22,exposure_Sep21,exposure_Sep20,policies_Sep24,policies_Sep23,policies_Sep22,policies_Sep21,policies_Sep20
95062,25347131,9080862,5262025,5771578,7106055,38,16,12,14,16
95064,4718374,2403895,279535,262587,248652,6,3,1,1,1
95065,453911624,170269002,106018029,65237964,36804571,301,131,90,70,44
95066,1244308458,480993337,254335147,116050811,68958614,937,434,237,118,78
95070,878377147,364559139,239754297,158813396,96831191,407,198,136,106,71
95073,521850482,241994927,174034590,130834482,43072133,383,203,155,129,48
95075,16380816,11302355,2046368,0,0,10,7,2,0,0
95076,648815429,309278927,207787486,134160549,92566250,549,326,229,159,126
95110,19691247,15386857,14050214,14234658,14626839,30,32,34,34,36
95111,31057519,10216514,8369121,7671334,7255850,50,25,22,20,22
95112,86661259,47463130,45727914,47997037,50214937,86,54,70,81,92
95113,1850000,1850000,0,70000,70000,0,0,0,0,0
95116,30813231,16276577,22952777,31167572,30132478,44,33,51,72,78
95117,9815442,2136591,945503,895557,820207,10,3,2,2,2
95118,16194492,12732354,27941166,27104558,27733202,16,13,26,27,30
95119,15701021,1030500,0,515700,0,13,1,0,1,0
95120,299453355,117371313,42007022,28112845,19245249,179,74,31,21,18
95121,25699905,2904117,3511436,3249438,3798532,40,10,12,11,13
95122,33390131,15195947,17107151,16519498,12349008,46,26,31,30,31
95123,34237376,7946606,4007959,3786942,3273017,40,11,6,6,7
95124,27687853,10015012,2248270,2116837,1485329,27,8,3,4,3
95125,38927529,16055404,13510586,11177622,4860147,38,15,15,14,10
95126,49798863,19198113,11512603,9707327,10083527,28,27,30,31,31
95127,105887572,49627096,33652793,24455081,23178337,114,61,52,52,49
95128,18560398,3966600,2655189,3384259,1964402,21,9,7,7,7
95129,16920254,3068018,2206641,2162912,1268251,17,4,3,3,3
95130,1825000,0,580000,0,0,2,0,1,0,0
95131,20544653,2752591,1841461,685291,652715,11,4,2,1,1
95132,35803802,14867190,10141682,4295554,4046681,33,16,11,9,10
95133,15803667,7012594,5996615,3887394,621696,17,6,5,4,2
95134,3787000,200000,267500,0,0,11,1,1,0,0
95135,44763410,11704930,1565287,2967659,4855694,36,10,1,3,5
95136,12254496,1943261,0,0,245000,21,3,0,0,1
95138,67265063,20025398,17153960,7382100,7444427,41,10,7,4,5
95139,6995520,3089007,1038346,966969,908762,8,3,1,1,1
95140,26297068,19884674,12902711,7670887,5743782,27,22,17,17,13
95141,4657400,3510000,1819350,0,0,3,2,2,0,0
95148,78847619,12636743,6531517,5554274,6270241,73,13,10,8,10
95202,35675018,23932224,7225247,4729936,7403191,19,14,13,11,12
95203,34600191,18217007,15053798,13429594,14755240,67,51,52,53,60
95204,31138258,20040784,8078079,8361254,8730621,47,34,28,26,30
95205,67444333,44361420,39237806,34221862,27002743,133,101,105,111,111
95206,70155883,42573203,33094985,24710823,21905732,108,87,84,89,92
95207,49886908,11365746,6182135,2984384,3543671,34,17,10,9,10
95209,13698319,5830740,4209549,3239771,3075037,15,8,8,9,9
95210,10310852,2216569,1413007,1515619,1772803,18,7,6,7,9
95212,22353014,8990585,4683578,1775194,1763612,20,6,3,4,4
95215,39218509,12721129,13264681,8121086,8703121,61,32,36,35,48
95219,34641277,3516386,3377567,4300385,4030096,15,5,5,6,6
95220,9896071,12122381,7513830,2959879,1557480,9,6,4,1,2
95222,480996683,332730851,208311696,160590653,120952426,539,399,267,222,190
95223,3558704436,3241857586,2660577111,2198189301,1707423782,4326,4233,3769,3440,2893
95225,27326184,0,0,0,0,42,0,0,0,0
95226,9973894,0,0,0,0,16,0,0,0,0
95227,7817684,0,0,0,0,5,0,0,0,0
95228,718894723,486521756,258277471,168493955,98152130,759,557,326,237,152
95230,13562452,5963432,2993360,3795547,2727762,10,4,3,4,3
95231,26758601,1492606,404088,379002,1190065,7,3,1,1,2
95232,39535740,34235585,26818238,15041873,12448780,51,49,39,25,23
95236,4171900,4359700,0,0,0,4,4,0,0,0
95237,3989900,3000000,0,0,0,3,1,0,0,0
95240,28263175,10446241,8777931,4937782,3286571,19,6,6,4,3
95242,8491528,6101070,2237856,1691847,1647207,8,3,2,2,3
95245,257699048,226223637,170305332,118412708,95396739,364,339,270,216,178
95246,227605834,201358921,153140817,110231063,76991348,313,280,224,177,136
95247,1143646154,966419151,740747846,600450871,444975371,1195,1066,838,745,592
95249,270694146,207427919,143874536,104933274,58398396,367,278,179,139,95
95251,112803578,102738572,89081609,83179257,47171742,150,136,113,108,71
95252,494467742,375551929,226251775,110264018,70619468,620,479,318,176,125
95253,1125000,0,0,0,0,NA,NA,NA,NA,NA
95254,17245352,0,0,0,0,23,0,0,0,0
95255,274588453,237568956,205497865,192852353,154806944,414,377,352,363,304
95257,96298472,92368946,87498772,72737729,54062064,157,157,157,138,111
95258,5758681,159759,148154,126833,119190,3,1,1,1,1
95301,8846101,6290841,6331790,6909687,4523332,12,7,7,9,7
95303,1052793,989279,925488,873127,827455,1,1,1,1,1
95304,15352526,5773683,2309827,1721208,4644152,11,4,3,2,5
95305,15253509,0,0,0,0,26,0,0,0,0
95306,90353546,52290488,45164362,29021290,6494070,116,65,62,38,15
95307,19269061,3886481,3394541,2602706,2848964,32,8,9,8,9
95310,266963333,217851793,176247123,152471626,123745906,363,309,261,246,206
95311,210880430,173111566,155519744,124488093,94591881,376,343,330,288,229
95313,220000,220000,220000,445000,445999,1,1,1,2,2
95315,7303959,1099600,0,0,0,13,1,0,0,0
95316,6411150,0,0,0,0,5,0,0,0,0
95317,6954405,6721117,0,149340,140100,7,7,0,1,1
95318,73966418,31951164,25636579,16085589,12008344,57,49,44,29,24
95319,2199849,0,0,0,0,2,0,0,0,0
95320,7177162,6484923,2818083,642951,560469,10,18,5,3,3
95321,1619959950,1342949830,1062814831,846141992,650202016,2020,1876,1608,1407,1173
95322,11103835,1939174,633200,598338,567928,16,3,1,1,1
95323,981707,914836,849104,256081,242762,2,2,2,1,1
95324,3363000,3000000,405000,0,0,2,1,1,0,0
95326,25445495,9120158,9088636,662764,1244297,9,2,2,2,3
95327,458901140,347772896,236087505,162483426,119559902,671,521,359,290,223
95328,3146220,0,0,0,328480,5,0,0,0,1
95329,226036211,167475238,108233689,74418527,55030124,312,257,184,142,122
95330,7964050,850000,1032800,0,668000,9,1,2,0,2
95333,2558406,1619280,473000,0,0,5,2,1,0,0
95334,8532380,5173086,2185052,2089071,856417,10,5,5,5,3
95335,565302190,549126665,474667867,384040551,305828635,862,871,799,713,613
95336,26922358,7583976,3169173,1634062,669487,32,6,4,4,3
95337,24701308,20632784,8643156,8069785,3234472,23,15,10,11,9
95338,1343849084,1068164608,876710258,512129255,349640563,1922,1539,1414,944,688
95340,18959147,10843326,6333874,4027440,2653482,27,14,7,8,10
95341,8426562,5476632,2449901,2669586,3254618,17,10,6,9,16
95345,87511827,78004016,62677226,49984642,39379588,150,123,112,98,84
95346,496599453,465096296,394807859,342662986,272439666,707,707,655,625,552
95348,11529123,4843254,846726,1232688,457890,21,7,3,4,2
95350,26982280,11169806,2411264,3249961,2453878,32,8,6,9,6
95351,40874694,12605243,7348210,3473442,4610439,43,15,9,7,10
95354,12836665,2844825,2977347,4663995,3178473,26,8,6,8,6
95355,31191215,12163927,2980078,3283813,3716837,22,9,5,5,7
95356,14406011,3673050,1643931,1539571,404275,15,4,2,2,1
95357,7732719,4347154,3620432,1706574,1872187,12,6,6,5,5
95358,28406805,10641622,5166629,4432122,2524141,28,14,12,10,10
95360,5368220,2840393,1070978,1869680,754832,8,3,1,2,1
95361,41198861,33577831,20687014,19279135,8915823,45,29,18,17,13
95363,36345145,11786555,3481618,579650,500000,39,12,8,1,1
95364,110477321,83138840,73270416,54715777,41631076,152,126,118,96,95
95365,1189325,1603788,1168910,1887999,1616638,4,5,4,7,7
95366,2533250,1742614,961387,2629024,2553249,2,1,1,2,2
95367,8945374,429350,0,509350,350000,12,1,0,1,1
95368,7349467,1420100,0,0,0,9,1,0,0,0
95369,13616865,6322141,4825586,2823487,316500,19,8,6,2,1
95370,3752033197,3093998108,2348068996,2073830662,1747361075,4574,4053,3310,3113,2766
95372,261715763,214144578,161428927,139231961,109259070,364,316,265,241,209
95374,2703028,0,0,0,0,4,0,0,0,0
95376,27260671,2798718,812729,787130,764800,21,5,3,3,3
95377,17319019,7707521,4566212,6075399,6063236,22,14,9,11,11
95379,539422913,446165470,286531731,240204291,178068189,738,614,435,388,302
95380,22976499,16902434,4530428,3664870,1895429,23,13,2,3,6
95382,8963707,1310765,3067446,1578344,981079,9,2,6,4,3
95383,1598231968,1474371726,1249094040,1041406220,877407844,1994,1958,1795,1653,1483
95385,2412013,943627,897700,0,0,2,1,1,0,0
95386,2843865,1019000,777026,1658058,962600,6,2,2,3,3
95388,3979205,1239655,776669,731426,698344,8,3,2,2,2
95389,278072788,238514760,209868194,161613777,106250817,285,266,260,221,142
95391,13464479,0,0,0,0,13,0,0,0,0
95401,46142277,23858093,9277005,6959981,1368377,33,14,5,6,2
95403,363694348,177330274,115860757,61255349,20307958,186,98,70,38,14
95404,1388148505,858457987,582296602,256462019,152160399,704,470,332,167,123
95405,146521514,43920636,12690130,9304922,2978567,77,26,6,4,4
95407,86672110,29556773,11487045,10881050,6859981,82,45,22,22,13
95409,523817999,224909878,110566527,38350398,24044539,359,131,56,25,18
95410,55664943,46179511,30610649,17529181,12682328,71,54,39,28,19
95412,21722524,25914799,22868391,9888342,6043268,16,20,19,15,6
95415,80145445,59302227,41231352,31489159,13163866,76,48,32,34,15
95417,7424189,5947198,4692291,2846001,2236155,9,9,7,4,3
95419,26152961,0,0,0,0,35,0,0,0,0
95420,28181257,22310227,10945712,5557389,4126171,25,19,11,7,5
95421,207481534,123678210,97701029,46165833,29382812,242,148,120,75,60
95422,296546761,145294396,78134837,50582830,24836544,678,307,202,146,82
95423,191394632,115535105,56330931,31783239,15643661,308,190,94,63,38
95425,344903795,222751841,147151397,92787625,57060610,257,165,111,77,61
95426,311510823,222552024,149948517,64937351,48587813,373,283,202,96,75
95427,16817357,13523296,9914892,8152362,7166332,17,15,12,11,10
95428,31841136,32077017,23146434,22349141,20564060,45,45,36,40,38
95429,12409465,9517652,9222709,8250776,7539632,21,16,16,16,15
95432,28080436,21220535,20942586,12563230,4742147,23,20,20,15,7
95436,232185980,163557554,108836330,41767433,24214333,270,194,133,63,40
95437,248743285,120990635,81689671,39837895,28126801,305,143,94,60,51
95439,1677243,0,0,0,0,1,0,0,0,0
95441,199586820,178985434,135980940,63174067,37545587,125,112,83,43,34
95442,433112728,282569119,182166020,54898322,39453046,228,159,116,38,29
95443,29851650,24326790,15403682,3075863,392923,36,28,19,6,2
95444,1953652,1308400,157000,30000,0,3,2,0,1,0
95445,329553419,220608372,150051680,78262180,40488651,302,221,154,93,60
95446,725073715,481375932,233574623,96003922,45726373,881,601,293,128,82
95448,889664385,659389994,504207053,243889517,155369777,549,430,346,216,165
95449,63336520,51845762,21512040,14566887,5664767,64,61,26,18,12
95450,105485494,98346799,76172403,37873481,27510687,96,91,80,50,37
95451,965206975,788272874,550532332,445001825,313062237,1248,1020,769,684,526
95452,150672189,86881765,54555282,9483450,6555065,76,41,26,5,8
95453,225640080,120980163,67268707,40022060,23382510,357,153,84,51,34
95454,95865699,102171867,89226759,77118123,61514377,143,140,134,120,100
95456,115542633,66736469,41439711,17200439,14156269,130,69,44,26,17
95457,306589450,242356896,148053498,99984341,59260660,448,342,223,165,113
95458,109085340,58549650,32986727,23971167,7892940,208,115,73,55,21
95459,55349123,34478115,21260965,14486447,9143063,54,34,24,19,15
95460,147001948,58996394,38914143,25149876,14224192,118,60,46,33,26
95461,337271069,254058636,161814883,68774108,44756857,447,345,232,134,89
95462,159704280,113082964,66398678,32865158,19256322,213,157,91,47,38
95463,17980905,0,0,0,0,20,0,0,0,0
95464,69073992,33541685,23121473,12072800,4677132,159,81,46,31,14
95465,154384579,123137831,82293868,31433443,11602344,91,86,59,17,9
95466,98617603,84329993,49784768,27661519,5282553,81,66,42,30,13
95467,282282866,202894554,132297919,51936554,23535338,286,219,147,68,36
95468,43024089,23482954,13088345,7295702,1574935,42,23,17,7,4
95469,126257409,100768572,60887904,48445644,33652758,155,133,95,91,72
95470,194068243,111159731,72042872,56050222,43950886,218,130,87,78,68
95471,21783610,0,0,0,0,35,0,0,0,0
95472,420354630,273981384,163572145,81606719,39674749,317,205,126,83,51
95476,797103426,399001416,250159280,76740330,43832939,437,218,129,51,36
95482,767900803,399740518,218899105,158887028,96788345,824,398,239,188,125
95485,100296521,75316167,44966888,31862063,24691025,145,102,64,56,42
95488,16380195,13418191,7387871,7418154,4633567,22,20,11,11,7
95490,608478782,507866662,386235273,277202560,193021144,853,741,603,489,372
95492,137212032,56572603,32448406,21881042,12588376,71,26,13,11,8
95493,11605674,6693279,4410144,3363383,3513389,21,12,7,5,5
95494,46058580,43803541,31085895,17466714,7183497,45,44,30,21,11
95497,331489672,164965407,105533820,54762165,37649775,197,113,76,47,36
95501,60943802,19063118,3446578,4912608,3718587,50,18,7,9,8
95503,128734351,58117440,30832922,14240856,10036239,192,89,47,25,18
95511,6276014,6646046,9858139,7163733,5317569,11,12,17,15,11
95514,8437245,11491674,10809013,4047984,4027601,14,18,19,8,9
95519,109462940,46689059,16883789,7801927,3879450,162,74,29,20,12
95521,117404276,50460203,26803964,20420644,9924857,135,68,44,37,22
95524,27239297,11290475,5649963,2015398,1345251,38,14,8,4,3
95525,28916978,18842439,16183840,9303015,10133325,41,29,25,22,23
95526,27865683,30599197,23667940,21811240,14923525,53,57,47,46,38
95527,40017247,37064450,29421760,27243761,19160274,68,63,58,54,42
95528,24027974,13701870,11408029,6339562,3586674,45,28,24,15,11
95531,128644421,52299310,33158787,14187874,7829592,216,87,50,31,22
95536,23112364,11793385,12721754,8024795,4492988,25,16,16,13,8
95540,64311904,27804406,14472248,11993061,5402073,86,40,23,21,11
95542,196116909,159511971,136752171,133333946,104568384,219,237,204,209,180
95543,48071765,46023405,36884285,31773589,15875341,91,94,85,83,34
95546,14463063,11740380,8723617,3025709,1631285,26,24,16,8,5
95547,6431064,573000,1825812,956250,0,9,1,2,1,0
95548,8860223,5316033,3687692,2118051,726910,21,14,10,6,3
95549,39649549,24917772,17555146,8026842,5367262,49,33,27,16,12
95550,16442323,15825711,14150881,8728875,10149240,27,27,25,19,20
95551,13982499,8518814,2771306,1930660,0,12,8,4,3,0
95552,26080383,24373565,21085676,17435972,12044108,55,53,45,43,36
95554,77625984,61093864,55844113,50086236,40284112,124,114,97,98,76
95555,7844326,3996996,4321681,1320332,984174,13,8,9,4,4
95556,22529996,24604537,17842564,11427457,10754879,37,46,39,29,28
95558,22078395,19716114,16092618,13687985,8423408,36,35,31,28,21
95560,77427558,74741908,62535255,43952443,30727654,112,111,101,83,55
95562,23261364,6594560,4047580,2294966,1141800,36,10,5,3,3
95563,97993572,72425531,68299494,64715584,45835521,152,117,112,114,97
95564,2765278,863100,0,0,0,4,2,0,0,0
95565,16061732,8779581,5415909,447211,429334,21,11,5,1,1
95567,9114983,3595076,1541226,1790191,1043247,15,13,3,4,2
95568,2822211,4263735,2795175,2134762,913156,6,7,7,6,3
95569,7883383,9414454,6458128,3479446,2744105,16,18,14,9,8
95570,56847537,31713105,13323757,5328090,3596597,92,53,23,14,9
95573,142631750,105307059,72560196,62373927,34362266,218,161,126,108,75
95585,9397346,8669808,6396948,3077604,1919839,20,17,8,6,6
95587,9688757,8514815,6104727,7564612,6511749,15,13,9,13,15
95589,100765798,72847427,47749726,48173919,35475043,138,100,72,79,64
95595,6038826,4093275,5562475,6762494,4992407,14,9,15,17,15
95601,37717256,0,0,0,0,40,0,0,0,0
95602,2792646339,2190718766,1637784872,1394248556,1058411786,2499,2067,1662,1540,1255
95603,1622698920,827927171,619844326,559512799,327411191,1559,855,685,675,423
95605,30780922,4017070,253000,0,594150,20,9,1,0,2
95606,3259851,3705978,3195828,1745200,0,4,5,4,2,0
95607,4234553,4115264,1246840,475000,0,5,6,2,1,0
95608,39967568,4934514,6189622,3493646,4627492,21,8,10,6,10
95610,9588437,3871542,1999011,2642920,1456764,16,7,3,4,3
95612,207365,195999,0,0,420000,1,1,0,0,1
95614,603501785,429068407,375196274,316433030,196804825,623,469,433,386,262
95615,0,0,0,0,0,0,0,0,0,0
95616,9399707,3286847,1426726,1629149,2288055,4,3,2,2,3
95618,5738325,5698700,530550,660150,0,6,5,1,1,0
95619,331198806,199949847,98485664,76351753,47917647,509,301,161,127,90
95620,8922427,1693800,0,1066398,2476179,11,2,0,1,3
95621,6474149,3984931,2586174,797031,753209,12,8,5,2,2
95623,564043452,382407294,228719353,188721634,114990495,604,448,295,269,177
95624,28119572,7445295,1392583,1263497,1374941,29,7,2,2,3
95626,7088340,4396290,724250,96000,418000,10,7,3,1,2
95627,4242542,1415600,500000,500000,677368,7,1,0,0,1
95628,27034056,10215105,2346385,4833650,465972,27,10,4,8,2
95629,180077384,142615948,115054296,97077306,63332100,209,178,155,147,100
95630,138443052,24180618,5550121,10211270,3317001,143,22,6,8,4
95631,1422913936,1310415978,1196256216,1058110361,727139325,1558,1539,1493,1425,1044
95632,13400545,8074194,4580457,839117,163650,15,9,5,1,1
95633,579960648,439281939,391678843,340575083,284485477,745,598,569,524,460
95634,542062696,408059472,360385432,297700966,240264458,685,547,518,468,399
95635,237764128,185863619,167776119,135732389,112965120,272,239,232,205,177
95636,94101963,65224130,65896163,98894650,66883812,134,98,105,177,128
95637,14104813,8360880,4324577,2620000,0,15,9,5,2,0
95638,12340138,9931887,2126827,1488909,566265,7,5,5,4,1
95640,168823345,77297769,44440292,25415199,13027258,269,109,61,37,21
95641,2966472,2571931,1290164,2436919,1454758,8,6,5,6,5
95642,488429326,368843732,241097445,150765179,95724754,540,402,277,193,117
95645,662500,248900,3001289,0,0,1,1,0,0,0
95648,177313548,95412900,45373284,41202961,21051354,161,80,45,42,22
95650,676555715,366534855,204317584,146274361,82452879,501,276,158,128,79
95651,107566840,74868090,53396366,48634874,37048734,113,89,64,63,50
95655,2871400,0,0,0,0,1,0,0,0,0
95658,491302363,231176912,134843452,103784185,72581455,469,222,134,117,84
95659,0,0,1486600,1915600,0,0,0,1,2,0
95660,6726924,4829941,2332824,3868384,2422463,16,7,6,10,7
95661,9124985,3621693,1195453,1079000,0,9,4,2,2,0
95662,16258918,5796658,979640,0,280000,21,7,1,0,1
95663,110195275,40900659,16280800,18480825,7633634,86,39,16,16,9
95664,259103245,222194819,181868271,172284328,101651513,285,255,220,223,147
95665,826465085,709178889,605275912,534131129,433156496,1041,978,882,835,715
95666,1605898553,1402880241,1162578892,1009603273,784533968,2041,1972,1777,1665,1419
95667,5825607869,4164405531,3487052986,2974648168,2479728248,6395,4890,4398,4073,3586
95668,2688440,163400,0,0,0,4,1,0,0,0
95669,265905746,185419993,132431972,82274360,42533207,282,214,143,123,88
95670,23191970,10634350,1212312,2006650,173000,30,7,2,4,1
95672,662469327,481691329,336462447,267720396,141298693,578,455,354,313,177
95673,17963639,5491715,4313866,3891871,3360979,22,11,10,9,8
95674,2509438,940406,237002,223258,211270,3,2,1,1,1
95677,50027871,15092911,7062373,1268779,720334,42,9,3,2,2
95678,8270474,1683973,671985,877150,188000,15,3,2,4,1
95679,8020953,6840423,2910381,3345916,1900350,10,9,5,6,4
95681,9605228,1751149,1555950,745450,0,16,3,3,2,0
95682,2306152170,1387787967,768082735,605248694,348450317,2100,1361,824,718,454
95683,34078927,20360807,7901465,4258020,2434411,32,16,5,4,2
95684,561696691,485651585,375953825,355730955,244133198,737,663,551,552,435
95685,465198209,387656244,305859249,217391154,157537196,536,448,366,305,250
95687,24717723,5702512,2392967,1542830,2634727,23,7,4,4,5
95688,159545071,60360912,25551383,14861187,8283195,119,47,26,14,12
95689,310836452,252475020,201696036,188732902,153234388,368,327,283,274,234
95690,3756660,1854940,1069407,763400,500441,6,4,3,2,1
95691,49405802,24350867,6122478,11498407,10794748,21,29,6,30,29
95692,11346633,4810221,3508213,3114144,688570,21,8,4,4,2
95693,26451683,4680891,3084378,2763931,1682169,24,5,3,5,3
95694,57100529,32859043,20840738,10171137,3199884,46,31,23,11,4
95695,19707398,12078620,3789502,3570525,3324938,15,6,4,4,4
95698,518454,485752,452692,406220,387000,1,1,1,1,1
95699,15962803,0,0,0,0,19,0,0,0,0
95701,214722621,178012184,156204161,134780976,113270389,267,233,215,205,181
95703,283254281,242731586,198705252,179254189,107121018,339,311,267,251,163
95709,894868199,752298186,672288807,597023416,348275256,935,821,766,733,465
95713,1503551633,1188967481,1075902824,981097730,609647170,1717,1451,1399,1365,926
95714,85840444,69313298,60852252,52038946,42957495,100,84,75,70,69
95715,48736342,48504905,40848207,38071475,22987975,73,80,71,68,57
95717,41777617,32653961,30761293,26626667,19243752,47,40,40,35,30
95720,73312535,70481403,61305323,57325877,46790115,146,152,140,145,128
95721,34955099,27521699,28351718,36273201,17833194,57,57,56,70,49
95722,1487306341,1260414818,967499326,817821064,504109513,1233,1147,960,883,604
95724,71755133,38180342,38990826,24543464,11629028,57,32,29,21,14
95726,1884592852,1631486084,1467460713,1283964633,1058009882,2458,2260,2159,2035,1801
95728,463949488,334997036,264017533,145938078,83290510,439,341,292,196,136
95735,65834410,59394616,46848572,52807466,33309496,113,100,83,115,80
95736,15032128,0,0,0,0,17,0,0,0,0
95742,15957743,5192800,0,0,913410,14,5,0,0,1
95746,878084240,403121382,212690900,121424945,67905649,474,236,145,91,55
95747,32968409,12338992,3042274,3472034,248723,25,11,2,4,1
95757,11792079,1025272,1671373,1565569,970702,13,2,3,3,2
95758,19097907,2502078,449547,421783,727065,25,3,1,1,2
95762,1404739825,624175916,365156002,285793672,170962474,912,445,288,237,160
95765,17153020,2730808,792178,741450,0,15,3,1,1,0
95776,32748519,8400000,0,2144850,0,10,0,0,2,0
95811,18992809,8538305,5103615,3392367,3129718,14,10,7,6,6
95814,19316982,2080057,996294,1224416,1268493,6,5,4,4,4
95815,22904548,17259871,12171122,15212974,18892924,41,27,28,29,70
95816,51677122,16177768,6435852,4795561,5089175,26,18,11,10,13
95817,8316935,6209316,7523109,6838825,6481716,19,17,23,24,24
95818,32175535,16009258,11555980,7985428,5794383,26,22,20,19,19
95819,12764168,2841749,2649488,3748638,947786,10,7,5,6,3
95820,20521213,10091270,10411277,7123648,11007866,39,24,28,27,41
95821,13456804,10301331,6129697,4276251,3741129,18,12,9,7,14
95822,23004858,10573082,7707417,6170785,7644554,34,20,20,20,25
95823,24492231,7369727,7995065,5219529,3685291,39,9,9,11,10
95824,18011442,2573055,3632756,3092539,3283985,19,7,10,10,15
95825,5807164,548005,517300,980007,734450,7,2,2,3,3
95826,5695174,3133411,1069734,1936151,3409902,9,5,2,4,6
95827,10902149,2939584,2014944,1243186,337884,17,5,4,3,1
95828,27130515,5763288,2944705,1522570,1912315,51,11,6,6,7
95829,19730323,6333577,2927469,3680005,3859641,24,12,6,7,9
95830,2073500,675000,0,0,0,2,1,0,0,0
95831,11935064,3675375,1721912,1073204,1698384,11,5,3,2,4
95832,6122900,876591,1922586,735120,702069,9,2,4,2,2
95833,10116954,1761153,1983833,2041462,6906316,20,7,8,9,13
95834,9039242,3500000,4281680,1272691,491767,8,0,1,3,2
95835,7696899,755000,0,0,0,8,1,0,0,0
95837,2130000,0,0,0,0,1,0,0,0,0
95838,30534480,19399394,13902956,11160646,12909955,63,39,40,45,60
95841,6383780,1594455,817088,768794,748036,11,3,2,2,3
95842,17932331,2397745,1385323,523219,1143977,15,7,4,2,4
95843,5026967,1000100,502150,0,760200,8,2,1,0,2
95864,16382282,1342400,0,880000,1230623,13,2,0,2,3
95901,131925316,57906617,30766773,25123448,13892226,199,91,48,42,28
95910,6847571,6944077,6184880,5914080,5173712,11,13,13,13,12
95912,2302980,5888956,3498998,1967500,0,2,6,4,2,0
95914,51097485,42999920,28447619,14613514,7102696,72,63,42,27,13
95915,787321,411521,825750,201400,0,2,1,1,1,0
95916,75323467,62823655,43991914,45165717,85062336,110,95,69,82,177
95917,2047285,1197475,353185,340275,0,4,2,1,1,0
95918,150341094,87043877,57249286,32023698,19456921,170,111,73,48,31
95919,173961242,143894934,127532554,100777250,79944919,258,225,206,184,149
95920,0,221000,0,0,0,0,1,0,0,0
95922,56740463,49034342,41561862,37139934,29926702,98,92,81,81,63
95923,48360171,42845467,27666036,26709050,18271316,66,58,46,47,34
95925,31541166,25991206,23858832,60408239,46863274,46,40,39,119,93
95926,14091630,2721725,703747,1166706,310383,32,5,3,3,1
95928,204803664,129903272,58688157,52266448,42551472,195,115,63,62,54
95930,60490722,0,0,0,0,99,0,0,0,0
95932,4714632,2851524,3561047,240353,1256083,10,5,5,1,2
95934,6622698,6796076,3085390,4440058,3611589,12,12,7,8,7
95935,101579426,84622169,68719474,53000698,40728535,165,141,119,99,81
95936,75826207,66147023,59479537,40925719,29831693,88,84,77,69,57
95937,918984,861534,803834,757651,721841,1,1,1,1,1
95938,3848995,2889891,1508733,1701235,1392170,4,5,4,5,4
95939,8158989,7088456,8263088,2419337,850440,13,9,12,2,3
95941,42815927,40209877,33794256,29997274,24308709,74,72,69,67,56
95942,357335983,302601411,244264426,211822938,162817150,454,403,343,313,266
95944,6864676,5116466,3992992,3833546,3008656,11,9,7,7,6
95945,3106092265,2299807353,1626205814,1335537786,1130432788,3350,2752,2075,1846,1643
95946,1384873794,891116473,558184737,450530931,382280022,1388,985,646,571,500
95947,67101208,43490677,32002915,30302655,22030967,93,67,52,60,43
95948,3758297,2149903,774432,699680,302400,9,6,3,3,2
95949,3962036718,3288704874,2641996437,2320737512,1907021396,4216,3833,3218,3046,2619
95951,1587205,817250,0,0,0,4,1,0,0,0
95953,8495169,7613688,8593388,6910542,6404063,7,7,9,8,7
95954,1256773993,1032186907,695440792,584564361,431971149,1939,1719,1109,984,766
95955,0,136347,128251,119680,113450,0,1,1,1,1
95956,49143944,39661028,28976368,22040353,15496233,73,66,55,44,33
95957,402835,376365,1129399,1076000,852000,1,1,2,2,2
95959,3995298101,3282188587,2532448342,2116418611,1671280605,3987,3598,2961,2698,2276
95960,72184438,71600464,66713009,51587255,46091454,105,103,103,88,85
95961,17228648,2633900,2773205,1981549,664608,17,8,4,17,3
95962,156477980,131092922,103279353,83382247,64433040,243,210,172,148,122
95963,13931870,9626134,6629271,4387299,4501090,24,11,9,7,8
95965,344987352,207767627,114794599,87129798,51922786,507,318,207,196,110
95966,1823544673,1230082219,767463571,653027872,556492840,2546,1840,1168,1078,939
95968,14295514,4538133,1717117,392363,139793,27,11,6,3,2
95969,1619661110,842186799,406179523,241778119,109895301,1715,981,432,267,126
95970,1230045,685541,642201,599978,42722,3,3,3,3,1
95971,373736341,268657832,146115800,115876939,72921260,529,385,249,211,143
95972,15175158,12013531,8199315,6054376,7496822,34,28,20,15,18
95973,177192812,103160636,74533974,58880384,43002081,225,122,94,85,72
95975,299461045,246513292,182390374,165229880,138630434,358,301,244,239,211
95977,177162211,137520646,104269482,86490451,69375117,259,213,167,143,119
95979,19576544,12879925,10482381,3182824,2230394,29,18,11,4,6
95981,79123398,124920873,101085376,48795923,38883751,124,213,182,100,83
95982,631250,2601665,1776500,0,0,2,2,1,0,0
95983,32953457,27344487,19839446,16117022,12641990,39,35,26,24,23
95984,11478739,12574434,11178550,9113078,7188692,19,23,23,21,15
95987,2166360,3077777,1443508,303855,291524,3,4,3,1,1
95988,2700325,2581567,905194,688630,1263310,6,4,2,2,4
95991,27101706,2750758,2676774,5500271,1760145,16,3,3,4,2
95993,11427550,218437,204530,186292,1746007,14,1,1,1,3
96001,495788495,254675240,115422429,97503709,66657235,505,302,149,137,108
96002,132933064,58041970,18748693,11361481,6644862,178,77,37,20,14
96003,727901063,458722479,265470441,196716565,132155208,1127,744,483,411,297
